,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,class
10270,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
5996,73.0,165.0,3.0,62.0,22.0,2.0,2.0,96.0,3.0,0,2,23.0,5.0,39.0,2.0,1.0,1.0,10.0,55.0,4.0,5.0,0.0,69.0,Good
8408,61.0,180.0,1.0,62.0,12.0,3.0,3.0,75.0,13.0,6,3,17.0,2.0,35.0,0.0,1.0,1.0,31.0,79.0,2.0,2.0,0.0,50.0,Bad
4509,73.0,124.0,5.0,41.0,8.0,0.0,0.0,100.0,-7.0,7,8,8.0,2.0,50.0,-7.0,0.0,0.0,84.0,76.0,2.0,3.0,2.0,83.0,Bad
10426,91.0,273.0,27.0,145.0,10.0,0.0,0.0,100.0,-7.0,7,8,10.0,0.0,20.0,3.0,1.0,1.0,2.0,-8.0,1.0,1.0,0.0,40.0,Good
6134,76.0,115.0,2.0,60.0,25.0,0.0,0.0,100.0,-7.0,7,8,27.0,2.0,27.0,0.0,3.0,3.0,14.0,-8.0,5.0,2.0,1.0,58.0,Good
4769,84.0,204.0,4.0,59.0,16.0,0.0,0.0,100.0,-7.0,7,8,16.0,2.0,38.0,18.0,0.0,0.0,17.0,80.0,3.0,2.0,0.0,67.0,Bad
10351,90.0,170.0,12.0,94.0,16.0,0.0,0.0,100.0,-7.0,7,8,16.0,0.0,38.0,-8.0,0.0,0.0,8.0,-8.0,3.0,1.0,0.0,57.0,Good
4881,55.0,248.0,15.0,62.0,19.0,2.0,1.0,86.0,3.0,0,5,22.0,0.0,64.0,0.0,2.0,2.0,8.0,31.0,1.0,2.0,0.0,75.0,Good
9743,84.0,352.0,25.0,154.0,14.0,0.0,0.0,100.0,-7.0,7,8,15.0,0.0,36.0,-8.0,0.0,0.0,13.0,-8.0,2.0,1.0,1.0,50.0,Good
4589,66.0,163.0,1.0,55.0,31.0,0.0,0.0,91.0,13.0,6,6,33.0,3.0,42.0,-7.0,1.0,0.0,64.0,82.0,5.0,3.0,2.0,89.0,Bad
8474,67.0,-8.0,4.0,20.0,17.0,1.0,1.0,100.0,-7.0,6,8,18.0,8.0,17.0,-7.0,1.0,1.0,10.0,89.0,2.0,2.0,1.0,29.0,Bad
10174,69.0,158.0,2.0,58.0,24.0,0.0,0.0,96.0,35.0,6,6,25.0,2.0,16.0,1.0,6.0,6.0,26.0,-8.0,4.0,-8.0,2.0,43.0,Good
7896,64.0,106.0,2.0,52.0,7.0,3.0,3.0,73.0,64.0,6,3,11.0,1.0,36.0,1.0,4.0,4.0,90.0,99.0,1.0,2.0,1.0,75.0,Good
9429,66.0,174.0,6.0,72.0,29.0,3.0,2.0,87.0,16.0,6,4,32.0,2.0,19.0,0.0,1.0,0.0,37.0,87.0,9.0,2.0,4.0,65.0,Bad
7923,64.0,45.0,1.0,19.0,10.0,0.0,0.0,100.0,-7.0,7,8,11.0,3.0,18.0,0.0,1.0,1.0,77.0,93.0,6.0,2.0,2.0,100.0,Bad
7893,69.0,261.0,10.0,100.0,22.0,0.0,0.0,95.0,10.0,4,6,22.0,1.0,32.0,-8.0,0.0,0.0,57.0,-8.0,7.0,1.0,2.0,89.0,Good
2907,61.0,111.0,1.0,25.0,9.0,1.0,1.0,100.0,-7.0,6,8,14.0,4.0,64.0,0.0,3.0,3.0,65.0,88.0,2.0,6.0,1.0,90.0,Bad
4900,86.0,216.0,9.0,125.0,18.0,0.0,0.0,94.0,27.0,6,6,18.0,1.0,33.0,16.0,0.0,0.0,0.0,70.0,0.0,3.0,0.0,43.0,Good
1141,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
1482,57.0,41.0,12.0,29.0,7.0,0.0,0.0,57.0,12.0,6,6,7.0,0.0,43.0,0.0,0.0,0.0,93.0,62.0,3.0,2.0,1.0,83.0,Bad
2481,79.0,267.0,7.0,86.0,17.0,0.0,0.0,88.0,68.0,6,6,18.0,3.0,35.0,-7.0,0.0,0.0,0.0,-8.0,0.0,2.0,0.0,25.0,Good
1210,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
5413,54.0,207.0,3.0,69.0,34.0,1.0,0.0,75.0,1.0,3,5,38.0,6.0,25.0,2.0,2.0,2.0,17.0,80.0,8.0,5.0,1.0,68.0,Bad
5901,71.0,291.0,21.0,108.0,23.0,0.0,0.0,96.0,14.0,6,6,23.0,0.0,13.0,-7.0,2.0,2.0,51.0,-8.0,3.0,1.0,1.0,44.0,Good
2428,69.0,129.0,13.0,63.0,24.0,1.0,0.0,80.0,20.0,6,5,25.0,0.0,24.0,-7.0,0.0,0.0,51.0,71.0,4.0,3.0,2.0,53.0,Bad
1571,69.0,146.0,5.0,73.0,31.0,0.0,0.0,100.0,-7.0,7,8,31.0,4.0,29.0,0.0,2.0,2.0,63.0,52.0,6.0,4.0,3.0,83.0,Bad
6049,80.0,99.0,9.0,52.0,12.0,0.0,0.0,100.0,-7.0,7,8,12.0,2.0,8.0,1.0,1.0,1.0,10.0,-8.0,1.0,-8.0,0.0,14.0,Bad
8661,73.0,424.0,3.0,78.0,36.0,0.0,0.0,100.0,-7.0,7,8,40.0,5.0,20.0,3.0,1.0,1.0,13.0,-8.0,6.0,1.0,1.0,44.0,Good
8154,62.0,341.0,3.0,76.0,33.0,0.0,0.0,100.0,-7.0,7,8,33.0,2.0,45.0,1.0,4.0,4.0,67.0,94.0,6.0,4.0,5.0,85.0,Good
3484,81.0,162.0,8.0,82.0,32.0,0.0,0.0,100.0,-7.0,7,8,13.0,1.0,47.0,7.0,0.0,0.0,5.0,71.0,1.0,5.0,0.0,46.0,Good
3892,67.0,190.0,17.0,83.0,29.0,1.0,0.0,93.0,74.0,6,5,28.0,0.0,27.0,17.0,0.0,0.0,72.0,-8.0,7.0,1.0,3.0,67.0,Bad
7823,88.0,425.0,16.0,152.0,15.0,0.0,0.0,100.0,-7.0,7,8,16.0,0.0,31.0,18.0,0.0,0.0,14.0,81.0,2.0,2.0,0.0,80.0,Good
4553,91.0,336.0,20.0,122.0,17.0,0.0,0.0,100.0,-7.0,7,8,17.0,0.0,18.0,-7.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,27.0,Good
7199,70.0,136.0,21.0,89.0,23.0,0.0,0.0,96.0,58.0,6,6,24.0,0.0,25.0,0.0,0.0,0.0,72.0,49.0,5.0,3.0,2.0,62.0,Good
795,90.0,429.0,5.0,116.0,15.0,0.0,0.0,100.0,-7.0,7,8,16.0,1.0,20.0,3.0,2.0,2.0,1.0,-8.0,1.0,-8.0,0.0,11.0,Good
453,56.0,91.0,16.0,54.0,4.0,6.0,2.0,27.0,12.0,6,3,11.0,0.0,55.0,0.0,8.0,8.0,104.0,86.0,2.0,1.0,1.0,100.0,Bad
6450,76.0,150.0,7.0,70.0,33.0,0.0,0.0,97.0,-8.0,6,6,33.0,1.0,27.0,0.0,0.0,0.0,32.0,45.0,5.0,4.0,1.0,64.0,Good
1014,68.0,166.0,3.0,37.0,16.0,0.0,0.0,100.0,-7.0,7,8,16.0,5.0,25.0,0.0,5.0,5.0,66.0,87.0,6.0,2.0,2.0,67.0,Good
9088,63.0,95.0,3.0,37.0,19.0,2.0,2.0,100.0,-7.0,6,8,19.0,4.0,37.0,-7.0,2.0,2.0,43.0,67.0,5.0,4.0,1.0,69.0,Bad
473,74.0,156.0,2.0,51.0,14.0,0.0,0.0,100.0,-7.0,7,8,15.0,3.0,47.0,0.0,4.0,4.0,31.0,69.0,3.0,2.0,0.0,83.0,Good
2213,82.0,147.0,6.0,35.0,6.0,0.0,0.0,100.0,-7.0,7,8,6.0,2.0,50.0,0.0,0.0,0.0,16.0,73.0,1.0,2.0,0.0,75.0,Bad
2559,65.0,67.0,24.0,36.0,5.0,1.0,1.0,100.0,-7.0,7,8,5.0,0.0,80.0,-7.0,0.0,0.0,99.0,-8.0,1.0,1.0,-8.0,100.0,Good
8011,82.0,401.0,10.0,161.0,13.0,0.0,0.0,93.0,3.0,4,6,14.0,3.0,14.0,-8.0,0.0,0.0,5.0,-8.0,2.0,-8.0,0.0,40.0,Good
3739,72.0,212.0,33.0,106.0,12.0,1.0,1.0,100.0,-7.0,6,8,18.0,0.0,17.0,19.0,0.0,0.0,5.0,8.0,4.0,1.0,0.0,56.0,Good
7951,69.0,271.0,2.0,101.0,22.0,0.0,0.0,100.0,-7.0,7,8,23.0,1.0,17.0,2.0,4.0,4.0,32.0,35.0,9.0,2.0,3.0,69.0,Good
9041,61.0,118.0,19.0,63.0,26.0,1.0,0.0,78.0,14.0,5,5,27.0,0.0,41.0,0.0,3.0,3.0,65.0,67.0,3.0,4.0,1.0,88.0,Bad
995,61.0,250.0,4.0,66.0,47.0,1.0,1.0,100.0,-7.0,6,8,49.0,2.0,39.0,0.0,2.0,2.0,73.0,61.0,14.0,4.0,5.0,90.0,Bad
1314,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
7911,77.0,207.0,40.0,87.0,4.0,1.0,0.0,80.0,27.0,6,5,5.0,0.0,0.0,-8.0,0.0,0.0,31.0,-8.0,1.0,-8.0,0.0,50.0,Good
7914,70.0,51.0,11.0,36.0,8.0,0.0,0.0,100.0,-7.0,7,8,8.0,1.0,75.0,0.0,1.0,1.0,-8.0,74.0,-8.0,2.0,-8.0,100.0,Good
3491,77.0,311.0,7.0,144.0,27.0,1.0,1.0,96.0,47.0,6,2,44.0,2.0,29.0,6.0,0.0,0.0,3.0,77.0,1.0,2.0,0.0,17.0,Bad
4163,70.0,116.0,2.0,65.0,26.0,0.0,0.0,96.0,37.0,6,6,27.0,4.0,52.0,0.0,2.0,2.0,44.0,70.0,7.0,4.0,0.0,92.0,Bad
1113,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
3763,78.0,188.0,5.0,106.0,40.0,0.0,0.0,100.0,-7.0,7,8,34.0,3.0,28.0,2.0,1.0,1.0,5.0,51.0,6.0,5.0,0.0,52.0,Good
8153,77.0,347.0,5.0,172.0,18.0,0.0,0.0,100.0,-7.0,7,8,18.0,1.0,6.0,-8.0,0.0,0.0,32.0,-8.0,5.0,1.0,1.0,75.0,Good
1398,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Bad
9794,68.0,187.0,9.0,75.0,29.0,0.0,0.0,100.0,-7.0,7,8,29.0,1.0,41.0,0.0,1.0,1.0,89.0,72.0,3.0,3.0,2.0,75.0,Bad
318,84.0,149.0,13.0,80.0,13.0,0.0,0.0,100.0,-7.0,7,8,13.0,0.0,85.0,0.0,1.0,1.0,0.0,87.0,0.0,2.0,-8.0,67.0,Good
7313,66.0,328.0,4.0,104.0,20.0,1.0,1.0,81.0,4.0,4,4,21.0,1.0,29.0,0.0,0.0,0.0,54.0,25.0,5.0,2.0,3.0,70.0,Bad
5933,84.0,312.0,3.0,86.0,40.0,0.0,0.0,100.0,-7.0,7,8,40.0,3.0,25.0,-7.0,1.0,1.0,1.0,-8.0,3.0,6.0,0.0,41.0,Good
7114,72.0,165.0,8.0,59.0,31.0,0.0,0.0,90.0,17.0,6,6,31.0,4.0,39.0,0.0,0.0,0.0,16.0,-8.0,4.0,2.0,1.0,50.0,Bad
9883,60.0,255.0,2.0,99.0,9.0,1.0,0.0,50.0,4.0,4,5,14.0,1.0,43.0,0.0,1.0,1.0,64.0,56.0,4.0,4.0,2.0,80.0,Bad
7433,59.0,90.0,17.0,60.0,11.0,1.0,1.0,100.0,-7.0,0,8,13.0,0.0,50.0,0.0,2.0,2.0,76.0,-8.0,1.0,2.0,-8.0,100.0,Bad
7845,81.0,197.0,3.0,65.0,31.0,0.0,0.0,100.0,-7.0,7,8,31.0,3.0,29.0,9.0,0.0,0.0,2.0,-8.0,1.0,2.0,0.0,27.0,Good
398,80.0,234.0,0.0,62.0,27.0,0.0,0.0,100.0,-7.0,7,8,35.0,4.0,26.0,0.0,3.0,3.0,22.0,-8.0,4.0,1.0,2.0,38.0,Good
2532,64.0,240.0,5.0,93.0,20.0,2.0,2.0,91.0,7.0,0,2,22.0,3.0,41.0,-7.0,3.0,3.0,66.0,97.0,5.0,1.0,1.0,88.0,Bad
4465,86.0,147.0,7.0,63.0,15.0,0.0,0.0,100.0,-7.0,7,8,15.0,1.0,47.0,-7.0,1.0,0.0,6.0,91.0,1.0,2.0,0.0,60.0,Good
4947,86.0,287.0,15.0,117.0,23.0,0.0,0.0,100.0,-7.0,7,8,23.0,0.0,30.0,11.0,0.0,0.0,3.0,54.0,3.0,3.0,0.0,60.0,Good
6695,74.0,97.0,1.0,39.0,11.0,1.0,0.0,92.0,26.0,6,5,14.0,6.0,31.0,-7.0,0.0,0.0,36.0,-8.0,4.0,1.0,0.0,63.0,Bad
7521,72.0,140.0,3.0,80.0,27.0,0.0,0.0,96.0,66.0,6,6,27.0,3.0,44.0,-7.0,0.0,0.0,22.0,39.0,5.0,4.0,1.0,75.0,Good
953,76.0,254.0,1.0,102.0,36.0,3.0,3.0,90.0,25.0,6,3,40.0,5.0,35.0,0.0,1.0,1.0,3.0,68.0,6.0,4.0,0.0,59.0,Good
8956,78.0,150.0,6.0,63.0,37.0,0.0,0.0,100.0,-7.0,7,8,40.0,1.0,18.0,0.0,0.0,0.0,3.0,63.0,2.0,2.0,0.0,50.0,Good
1913,68.0,175.0,4.0,48.0,27.0,0.0,0.0,100.0,-7.0,7,8,29.0,4.0,28.0,0.0,1.0,1.0,54.0,44.0,7.0,3.0,1.0,83.0,Good
10414,83.0,103.0,23.0,62.0,11.0,0.0,0.0,100.0,-7.0,7,8,11.0,0.0,27.0,-8.0,0.0,0.0,5.0,23.0,1.0,2.0,0.0,60.0,Good
6830,68.0,84.0,4.0,42.0,11.0,1.0,1.0,83.0,20.0,6,4,12.0,1.0,42.0,3.0,2.0,2.0,68.0,15.0,5.0,2.0,1.0,100.0,Bad
3719,74.0,254.0,15.0,66.0,39.0,0.0,0.0,95.0,8.0,4,6,74.0,0.0,38.0,7.0,1.0,1.0,6.0,41.0,6.0,4.0,1.0,53.0,Good
5371,79.0,70.0,2.0,35.0,6.0,0.0,0.0,86.0,19.0,5,6,7.0,1.0,43.0,-7.0,2.0,2.0,2.0,97.0,1.0,2.0,0.0,75.0,Good
4941,78.0,185.0,10.0,77.0,35.0,0.0,0.0,97.0,59.0,6,6,37.0,1.0,29.0,13.0,0.0,0.0,49.0,41.0,3.0,2.0,0.0,83.0,Good
41,90.0,230.0,13.0,73.0,11.0,0.0,0.0,100.0,-7.0,7,8,13.0,0.0,62.0,0.0,0.0,0.0,1.0,71.0,1.0,4.0,0.0,71.0,Good
4197,63.0,27.0,3.0,14.0,8.0,0.0,0.0,100.0,-7.0,7,8,8.0,3.0,50.0,0.0,1.0,1.0,79.0,95.0,3.0,2.0,1.0,83.0,Bad
6606,62.0,173.0,14.0,86.0,14.0,0.0,0.0,86.0,5.0,4,6,15.0,0.0,50.0,-7.0,0.0,0.0,74.0,1.0,3.0,2.0,3.0,71.0,Good
5030,71.0,216.0,27.0,70.0,16.0,0.0,0.0,94.0,20.0,6,6,17.0,0.0,13.0,7.0,0.0,0.0,75.0,-8.0,2.0,1.0,1.0,60.0,Good
7682,62.0,93.0,9.0,40.0,12.0,1.0,1.0,85.0,3.0,0,2,13.0,1.0,54.0,8.0,0.0,0.0,30.0,90.0,2.0,2.0,1.0,57.0,Bad
2737,84.0,325.0,1.0,89.0,22.0,0.0,0.0,100.0,-7.0,7,8,17.0,4.0,33.0,-7.0,3.0,3.0,6.0,-8.0,2.0,1.0,0.0,33.0,Good
6231,75.0,74.0,6.0,46.0,17.0,0.0,0.0,100.0,-7.0,7,8,17.0,1.0,29.0,9.0,0.0,0.0,17.0,61.0,2.0,3.0,1.0,45.0,Good
2379,75.0,281.0,20.0,91.0,19.0,0.0,0.0,95.0,27.0,6,6,12.0,0.0,16.0,-7.0,3.0,3.0,22.0,81.0,5.0,1.0,0.0,60.0,Good
853,60.0,153.0,3.0,72.0,14.0,1.0,1.0,56.0,8.0,4,3,16.0,1.0,31.0,8.0,0.0,0.0,33.0,-8.0,4.0,1.0,2.0,71.0,Bad
2144,66.0,163.0,19.0,73.0,14.0,0.0,0.0,93.0,27.0,6,6,14.0,0.0,64.0,0.0,0.0,0.0,51.0,58.0,2.0,2.0,2.0,67.0,Bad
7052,89.0,131.0,29.0,60.0,6.0,0.0,0.0,100.0,-7.0,7,8,6.0,0.0,17.0,-8.0,0.0,0.0,5.0,-8.0,1.0,1.0,0.0,40.0,Good
4979,83.0,202.0,10.0,98.0,22.0,3.0,1.0,88.0,34.0,6,4,25.0,2.0,24.0,1.0,1.0,1.0,6.0,83.0,4.0,2.0,0.0,50.0,Good
2171,76.0,146.0,12.0,54.0,13.0,0.0,0.0,100.0,-7.0,7,8,14.0,0.0,36.0,0.0,0.0,0.0,48.0,49.0,2.0,3.0,0.0,100.0,Good
3464,81.0,401.0,2.0,126.0,20.0,0.0,0.0,100.0,-7.0,7,8,31.0,2.0,18.0,2.0,1.0,1.0,26.0,-8.0,2.0,1.0,1.0,40.0,Good
1519,72.0,21.0,8.0,16.0,3.0,0.0,0.0,100.0,-7.0,7,8,3.0,1.0,67.0,0.0,1.0,1.0,4.0,87.0,1.0,2.0,-8.0,100.0,Bad
1922,78.0,168.0,4.0,68.0,18.0,0.0,0.0,100.0,-7.0,7,8,18.0,2.0,33.0,0.0,0.0,0.0,22.0,47.0,5.0,2.0,0.0,70.0,Bad
8656,84.0,356.0,23.0,178.0,16.0,0.0,0.0,100.0,-7.0,7,8,16.0,0.0,31.0,-8.0,0.0,0.0,10.0,-8.0,4.0,1.0,0.0,67.0,Good
1543,86.0,332.0,15.0,95.0,19.0,0.0,0.0,100.0,-7.0,7,8,19.0,0.0,21.0,0.0,1.0,1.0,9.0,-8.0,2.0,-8.0,0.0,33.0,Good
7966,58.0,149.0,4.0,64.0,30.0,0.0,0.0,93.0,34.0,6,6,30.0,3.0,37.0,0.0,3.0,3.0,90.0,77.0,7.0,8.0,4.0,83.0,Bad
6979,67.0,220.0,2.0,44.0,20.0,0.0,0.0,95.0,71.0,6,6,22.0,10.0,19.0,0.0,1.0,1.0,34.0,-8.0,4.0,1.0,1.0,50.0,Good
5606,71.0,155.0,2.0,51.0,18.0,0.0,0.0,81.0,16.0,6,6,21.0,2.0,24.0,0.0,4.0,3.0,24.0,98.0,3.0,3.0,0.0,46.0,Bad
10374,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,Good
8266,75.0,268.0,8.0,73.0,14.0,0.0,0.0,87.0,47.0,6,6,15.0,1.0,27.0,-7.0,1.0,1.0,15.0,20.0,4.0,2.0,1.0,67.0,Good
10045,62.0,144.0,6.0,81.0,4.0,5.0,3.0,33.0,17.0,6,2,9.0,1.0,22.0,-7.0,0.0,0.0,36.0,59.0,2.0,1.0,0.0,75.0,Bad
7267,69.0,173.0,6.0,63.0,30.0,0.0,0.0,97.0,-8.0,6,6,31.0,3.0,42.0,0.0,0.0,0.0,36.0,-8.0,8.0,1.0,2.0,64.0,Good
5247,72.0,169.0,8.0,86.0,12.0,3.0,2.0,80.0,12.0,6,5,17.0,1.0,33.0,0.0,0.0,0.0,1.0,-8.0,1.0,1.0,0.0,40.0,Bad
4714,68.0,195.0,3.0,70.0,41.0,1.0,1.0,98.0,69.0,6,4,45.0,6.0,71.0,2.0,3.0,3.0,74.0,83.0,6.0,7.0,3.0,100.0,Bad
1742,87.0,324.0,37.0,104.0,16.0,0.0,0.0,100.0,-7.0,7,8,16.0,0.0,0.0,0.0,0.0,0.0,5.0,-8.0,2.0,-8.0,0.0,14.0,Good
5558,69.0,151.0,32.0,84.0,14.0,1.0,1.0,93.0,3.0,1,3,15.0,0.0,40.0,-8.0,1.0,0.0,1.0,21.0,1.0,2.0,0.0,75.0,Good
4205,72.0,112.0,2.0,42.0,17.0,1.0,1.0,94.0,53.0,6,6,18.0,2.0,61.0,0.0,0.0,0.0,39.0,99.0,1.0,4.0,0.0,83.0,Bad
5863,56.0,49.0,2.0,24.0,19.0,0.0,0.0,95.0,2.0,4,6,22.0,4.0,18.0,0.0,0.0,0.0,48.0,100.0,6.0,2.0,1.0,67.0,Good
1018,76.0,314.0,3.0,170.0,7.0,2.0,1.0,67.0,31.0,6,3,9.0,1.0,11.0,0.0,2.0,2.0,2.0,-8.0,2.0,1.0,0.0,43.0,Bad
729,79.0,390.0,4.0,117.0,28.0,0.0,0.0,97.0,3.0,4,6,31.0,3.0,23.0,3.0,1.0,1.0,5.0,-8.0,4.0,1.0,0.0,36.0,Good
286,65.0,77.0,6.0,50.0,2.0,1.0,1.0,67.0,57.0,6,3,3.0,1.0,67.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,1.0,-8.0,100.0,Bad
6784,75.0,231.0,7.0,83.0,28.0,2.0,2.0,97.0,78.0,6,6,30.0,2.0,77.0,1.0,1.0,1.0,10.0,73.0,2.0,3.0,0.0,63.0,Good
4293,64.0,173.0,2.0,77.0,7.0,0.0,0.0,100.0,-7.0,7,8,8.0,2.0,0.0,0.0,5.0,4.0,100.0,-8.0,3.0,-8.0,2.0,100.0,Bad
2082,63.0,97.0,5.0,53.0,17.0,0.0,0.0,88.0,18.0,6,6,18.0,2.0,18.0,0.0,4.0,4.0,65.0,79.0,3.0,1.0,1.0,44.0,Bad
5395,66.0,251.0,17.0,98.0,35.0,0.0,0.0,92.0,1.0,4,6,38.0,0.0,16.0,-7.0,0.0,0.0,60.0,-8.0,3.0,1.0,1.0,36.0,Bad
4194,70.0,272.0,1.0,77.0,28.0,0.0,0.0,100.0,-7.0,7,8,29.0,5.0,28.0,0.0,3.0,3.0,63.0,90.0,1.0,2.0,1.0,31.0,Good
6178,76.0,168.0,12.0,63.0,21.0,1.0,1.0,88.0,66.0,6,4,24.0,0.0,54.0,19.0,0.0,0.0,48.0,67.0,3.0,6.0,0.0,69.0,Bad
5895,83.0,226.0,35.0,88.0,12.0,0.0,0.0,100.0,-7.0,7,8,13.0,0.0,42.0,-7.0,1.0,1.0,26.0,-8.0,2.0,1.0,0.0,75.0,Good
4092,86.0,269.0,16.0,97.0,22.0,0.0,0.0,100.0,-7.0,7,8,22.0,0.0,32.0,0.0,4.0,4.0,0.0,-8.0,2.0,-8.0,1.0,33.0,Bad
9052,61.0,122.0,3.0,53.0,39.0,0.0,0.0,95.0,1.0,4,6,43.0,4.0,65.0,0.0,3.0,3.0,53.0,82.0,5.0,7.0,1.0,81.0,Good
10395,86.0,138.0,16.0,97.0,18.0,0.0,0.0,100.0,-7.0,7,8,18.0,0.0,61.0,-8.0,0.0,0.0,24.0,-8.0,2.0,1.0,0.0,60.0,Good
10115,59.0,183.0,8.0,84.0,19.0,2.0,0.0,90.0,22.0,6,5,21.0,2.0,5.0,-7.0,1.0,1.0,66.0,-8.0,6.0,-8.0,2.0,67.0,Good
2477,82.0,184.0,22.0,97.0,19.0,0.0,0.0,100.0,-7.0,7,8,14.0,0.0,21.0,-7.0,2.0,2.0,31.0,71.0,3.0,2.0,0.0,71.0,Bad
387,68.0,117.0,8.0,60.0,31.0,0.0,0.0,100.0,-7.0,7,8,31.0,1.0,42.0,0.0,2.0,2.0,68.0,76.0,6.0,7.0,1.0,100.0,Bad
8287,74.0,202.0,19.0,81.0,32.0,0.0,0.0,97.0,36.0,6,6,32.0,0.0,44.0,-7.0,0.0,0.0,42.0,-8.0,3.0,2.0,0.0,71.0,Good
8910,69.0,176.0,8.0,73.0,31.0,0.0,0.0,97.0,-8.0,6,6,32.0,4.0,38.0,0.0,0.0,0.0,72.0,96.0,6.0,3.0,4.0,75.0,Bad
5407,69.0,63.0,1.0,32.0,16.0,0.0,0.0,100.0,-7.0,6,7,17.0,3.0,41.0,-7.0,7.0,7.0,45.0,57.0,5.0,3.0,0.0,80.0,Bad
4246,61.0,74.0,14.0,59.0,20.0,2.0,2.0,90.0,16.0,0,6,23.0,0.0,5.0,0.0,0.0,0.0,19.0,-8.0,4.0,1.0,1.0,31.0,Bad
455,73.0,188.0,2.0,83.0,18.0,1.0,1.0,95.0,29.0,6,2,22.0,1.0,27.0,0.0,11.0,11.0,30.0,-8.0,4.0,2.0,0.0,67.0,Bad
9057,74.0,371.0,6.0,79.0,40.0,0.0,0.0,100.0,-7.0,7,8,43.0,4.0,23.0,0.0,0.0,0.0,28.0,13.0,6.0,2.0,2.0,47.0,Good
9269,79.0,335.0,5.0,106.0,45.0,0.0,0.0,100.0,-7.0,7,8,45.0,2.0,42.0,0.0,0.0,0.0,49.0,90.0,4.0,4.0,3.0,56.0,Bad
6449,66.0,198.0,3.0,46.0,10.0,0.0,0.0,90.0,19.0,6,6,11.0,2.0,60.0,0.0,3.0,3.0,60.0,86.0,2.0,2.0,1.0,67.0,Bad
6220,84.0,209.0,3.0,84.0,19.0,0.0,0.0,100.0,-7.0,7,8,20.0,2.0,30.0,2.0,5.0,5.0,0.0,51.0,2.0,3.0,0.0,63.0,Good
4899,66.0,332.0,4.0,134.0,12.0,4.0,4.0,79.0,72.0,6,2,14.0,2.0,43.0,8.0,0.0,0.0,47.0,96.0,4.0,3.0,1.0,100.0,Good
2479,62.0,265.0,22.0,68.0,7.0,0.0,0.0,71.0,3.0,4,6,14.0,0.0,29.0,-7.0,0.0,0.0,79.0,-8.0,2.0,1.0,1.0,75.0,Bad
7166,79.0,133.0,1.0,71.0,7.0,0.0,0.0,100.0,-7.0,7,8,9.0,3.0,56.0,0.0,3.0,3.0,19.0,56.0,2.0,1.0,1.0,100.0,Bad
4446,56.0,419.0,4.0,61.0,31.0,1.0,0.0,76.0,1.0,4,5,33.0,6.0,30.0,0.0,0.0,0.0,44.0,79.0,9.0,3.0,1.0,80.0,Bad
6363,82.0,589.0,3.0,213.0,6.0,0.0,0.0,100.0,-7.0,7,8,6.0,2.0,17.0,0.0,1.0,1.0,30.0,-8.0,3.0,-8.0,1.0,60.0,Good
10278,89.0,199.0,11.0,81.0,15.0,0.0,0.0,100.0,-7.0,7,8,15.0,2.0,40.0,-8.0,0.0,0.0,6.0,-8.0,3.0,1.0,0.0,57.0,Good
